date,precipitation_mm
2003-01-01,116.74274951105188
2003-02-01,55.86770121411541
2003-03-01,90.28506069812344
2003-04-01,125.58257890973178
2003-05-01,27.462722035946825
2003-06-01,0.3366750326534293
2003-07-01,8.105478047894714
2003-08-01,32.11138097169548
2003-09-01,13.06650896224968
2003-10-01,4.891345304000922
2003-11-01,95.5225615133242
2003-12-01,191.3651697341093
2004-01-01,113.52277612545372
2004-02-01,159.8456078230059
2004-03-01,43.784983163591534
2004-04-01,36.0855304518596
2004-05-01,21.927692927597917
2004-06-01,5.5629747769406
2004-07-01,5.415553427368462
2004-08-01,17.031850338250496
2004-09-01,2.608105240095184
2004-10-01,58.45554241957038
2004-11-01,43.237322067291
2004-12-01,71.31424300885466
2005-01-01,49.40356460994723
2005-02-01,18.700902564741945
2005-03-01,32.43343871759616
2005-04-01,51.229479686275134
2005-05-01,68.94929084424507
2005-06-01,22.866897953066584
2005-07-01,4.4157600852766645
2005-08-01,3.021202216920824
2005-09-01,6.226007337968114
2005-10-01,22.345561422050924
2005-11-01,113.64164999033956
2005-12-01,173.78998031791073
2006-01-01,106.90432472485762
2006-02-01,62.92935589433928
2006-03-01,73.11337425926088
2006-04-01,55.90102889752104
2006-05-01,18.02618816728184
2006-06-01,14.405878954115456
2006-07-01,5.725667764773204
2006-08-01,2.715680885514539
2006-09-01,1.1880698600493238
2006-10-01,7.320186112427597
2006-11-01,75.63573647459152
2006-12-01,96.26846881568407
2007-01-01,27.812954161400217
2007-02-01,75.71465270960736
2007-03-01,16.732122422567674
2007-04-01,36.509501982092125
2007-05-01,18.80632749165969
2007-06-01,13.874144164003845
2007-07-01,15.39114931332075
2007-08-01,6.664702981735543
2007-09-01,10.800957474341295
2007-10-01,72.75037903012338
2007-11-01,22.32036251465366
2007-12-01,76.3347148627735
2008-01-01,92.93732048102969
2008-02-01,38.25180145208894
2008-03-01,29.289421187779464
2008-04-01,15.132829893312248
2008-05-01,34.24793391322805
2008-06-01,7.3408289949852445
2008-07-01,1.0169544437624074
2008-08-01,5.920010793762464
2008-09-01,0.415658054408084
2008-10-01,11.340303060604148
2008-11-01,52.60172438371736
2008-12-01,79.35179988972985
2009-01-01,31.692187364244887
2009-02-01,33.504121421600615
2009-03-01,56.14642425709749
2009-04-01,13.467517785332484
2009-05-01,28.46523750022245
2009-06-01,59.02090648616713
2009-07-01,5.70987728660405
2009-08-01,5.530384996877135
2009-09-01,2.0858357961811964
2009-10-01,18.41231520236059
2009-11-01,32.911940167204754
2009-12-01,34.97246155296341
2010-01-01,71.28820037424185
2010-02-01,39.47718611429348
2010-03-01,43.272383473323
2010-04-01,85.56217197268622
2010-05-01,24.30181486776595
2010-06-01,9.940168567338796
2010-07-01,4.109519595314917
2010-08-01,5.080933105423844
2010-09-01,8.698797577467285
2010-10-01,58.12877122742784
2010-11-01,55.779359789429954
2010-12-01,119.61838067071278
2011-01-01,19.1474180121071
2011-02-01,61.9401745310965
2011-03-01,109.79895065277836
2011-04-01,41.24828170712838
2011-05-01,35.13670729014282
2011-06-01,40.38542903775374
2011-07-01,11.979254594764411
2011-08-01,9.426575786251266
2011-09-01,2.26684975008662
2011-10-01,26.80037099023501
2011-11-01,35.49060433470938
2011-12-01,10.521274795689282
2012-01-01,39.25068015639457
2012-02-01,40.01121082578437
2012-03-01,80.26607689855781
2012-04-01,42.09620276201936
2012-05-01,12.235268511098363
2012-06-01,27.398957672639987
2012-07-01,5.65486483276239
2012-08-01,0.9762856424061456
2012-09-01,0.1867857233033465
2012-10-01,21.284658315745745
2012-11-01,85.79220285992476
2012-12-01,120.23948166898737
2013-01-01,39.61461061626505
2013-02-01,22.994371678703665
2013-03-01,13.70577355047728
2013-04-01,29.15915203442614
2013-05-01,31.39727069765935
2013-06-01,6.44034591508206
2013-07-01,3.0382228065708965
2013-08-01,12.02905907093732
2013-09-01,37.02080039331541
2013-10-01,17.00481953841304
2013-11-01,18.04689226054144
2013-12-01,18.308700057290093
2014-01-01,15.286439634590884
2014-02-01,80.5484065479315
2014-03-01,64.4894283068672
2014-04-01,22.068210876436712
2014-05-01,15.619180813170225
2014-06-01,6.832543077995901
2014-07-01,7.133803589661384
2014-08-01,3.2846896925025373
2014-09-01,49.045177519463
2014-10-01,50.75193920124634
2014-11-01,56.85761300983013
2014-12-01,95.2409889199719
2015-01-01,16.175384811481017
2015-02-01,101.90618008035656
2015-03-01,23.589803038487386
2015-04-01,22.653215896595743
2015-05-01,51.18907130698775
2015-06-01,9.84708319852504
2015-07-01,26.68026202959988
2015-08-01,0.9039969834704036
2015-09-01,1.582949106757161
2015-10-01,14.291158758363748
2015-11-01,38.92479665814662
2015-12-01,144.65886214118711
2016-01-01,90.48312710510406
2016-02-01,30.437151290639868
2016-03-01,86.04665977058293
2016-04-01,25.640455949861675
2016-05-01,27.90683704704328
2016-06-01,32.37177253449492
2016-07-01,1.2822030272494849
2016-08-01,0.7680855505696123
2016-09-01,3.782115205530969
2016-10-01,128.56642503296314
2016-11-01,43.92566211289506
2016-12-01,65.70352999074466
2017-01-01,93.92141125552874
2017-02-01,89.97992748832391
2017-03-01,61.338288654098186
2017-04-01,47.46226377671047
2017-05-01,8.464869940587326
2017-06-01,18.8437744976099
2017-07-01,1.2037819447559028
2017-08-01,2.228784276507835
2017-09-01,5.50588520166658
2017-10-01,13.855528805217116
2017-11-01,61.50887908293097
2017-12-01,15.918325522883553
2018-01-01,37.170507760482586
2018-02-01,20.64895164624069
2018-03-01,45.87871222310989
2018-04-01,44.62814517167762
2018-05-01,41.42816007194373
2018-06-01,7.671767945051662
2018-07-01,7.755502504428473
2018-08-01,0.5235018085392505
2018-09-01,2.489288374399992
2018-10-01,17.740205858622488
2018-11-01,39.25576527991003
2018-12-01,60.94447177404144
2019-01-01,54.90145988497876
2019-02-01,111.69099285320792
2019-03-01,42.77521060887439
2019-04-01,42.67739136137489
2019-05-01,46.62274007028279
2019-06-01,3.272900916674199
2019-07-01,0.5108090925879482
2019-08-01,16.386074413870997
2019-09-01,34.62819133958013
2019-10-01,12.682707338404056
2019-11-01,22.011002381870515
2019-12-01,58.11399185263598
2020-01-01,68.68724331602974
2020-02-01,8.961563440289618
2020-03-01,30.793000107796296
2020-04-01,8.845759132806466
2020-05-01,56.02178080951956
2020-06-01,16.34895031943439
2020-07-01,5.522402612218554
2020-08-01,10.339917397819145
2020-09-01,0.2335166792547134
2020-10-01,1.4316369609411097
2020-11-01,45.31293130369276
2020-12-01,45.40738512099769
2021-01-01,57.154858619103805
2021-02-01,45.69724125940954
2021-03-01,52.200831814962015
2021-04-01,7.088811915972971
2021-05-01,3.846823669289125
2021-06-01,7.173071226001168
2021-07-01,3.84760306431255
2021-08-01,0.4553402917779228
2021-09-01,25.812728273138948
2021-10-01,60.38073667813629
2021-11-01,22.44557538934291
2021-12-01,54.61462437988683
2022-01-01,15.005669467690296
2022-02-01,8.991059633989337
2022-03-01,18.13584278920756
2022-04-01,38.02906575413024
2022-05-01,11.637350196715234
2022-06-01,21.040992378204635
2022-07-01,6.096612169547679
2022-08-01,6.880722900017459
2022-09-01,11.203097698832645
2022-10-01,4.87046162650794
2022-11-01,44.5176995493926
2022-12-01,80.68229526715774
2023-01-01,47.923682411735314
2023-02-01,35.17240409629518
2023-03-01,84.07668136009087
2023-04-01,17.456254559866228
2023-05-01,41.9261311037917
2023-06-01,16.44592379513104
2023-07-01,0.6405005748296192
2023-08-01,15.65647046947428
2023-09-01,18.14475615473214
2023-10-01,6.435948384515338
2023-11-01,22.579167187448228
2023-12-01,60.983067239665445
2024-01-01,93.2934380398018
2024-02-01,47.840216115540485
