date,precipitation_mm
2000-01-01,270.530969035913
2000-02-01,143.80203362097333
2000-03-01,67.05926758274154
2000-04-01,97.30978326464069
2000-05-01,31.949122357531643
2000-06-01,17.901283298337905
2000-07-01,19.205770636298823
2000-08-01,3.2470578042191773
2000-09-01,13.496434647862852
2000-10-01,69.97616430977708
2000-11-01,55.66194020611231
2000-12-01,59.23663853507574
2001-01-01,49.1655273387764
2001-02-01,49.47710555774302
2001-03-01,59.57963192155565
2001-04-01,56.77814648756208
2001-05-01,15.937848585564504
2001-06-01,24.04013548641549
2001-07-01,20.672863677935155
2001-08-01,2.529391827982625
2001-09-01,22.89314637509038
2001-10-01,20.795823798945342
2001-11-01,202.7010897485974
2001-12-01,233.45449344124705
2002-01-01,133.66258544842916
2002-02-01,81.35132938070551
2002-03-01,68.62732533216224
2002-04-01,56.58499857616724
2002-05-01,26.25794452545557
2002-06-01,4.187098302534795
2002-07-01,1.0628555158205766
2002-08-01,0.0
2002-09-01,2.8722501807209166
2002-10-01,4.711138373389506
2002-11-01,157.35962473614182
2002-12-01,378.3879552501471
2003-01-01,120.83346488859894
2003-02-01,64.56189144537578
2003-03-01,130.30628513905918
2003-04-01,144.85085743696115
2003-05-01,27.418736817054807
2003-06-01,0.5521308275985057
2003-07-01,0.2405248143209183
2003-08-01,19.7779002255202
2003-09-01,13.43514210434378
2003-10-01,8.260428852442445
2003-11-01,83.06384086285973
2003-12-01,261.31287599543515
2004-01-01,150.80433882258177
2004-02-01,180.92332633688065
2004-03-01,66.41938842681617
2004-04-01,51.69449453161056
2004-05-01,38.296884289517855
2004-06-01,9.47082726072059
2004-07-01,9.777713580797217
2004-08-01,26.062801429264223
2004-09-01,12.10414631511995
2004-10-01,113.50880695564648
2004-11-01,50.734596710101336
2004-12-01,194.911971954776
2005-01-01,101.37644896012895
2005-02-01,18.363374730262414
2005-03-01,120.12424285966618
2005-04-01,101.69855073088571
2005-05-01,110.64753552032296
2005-06-01,30.239212556903556
2005-07-01,3.2371544215357297
2005-08-01,0.4006736188173599
2005-09-01,11.221427951626492
2005-10-01,36.55552515764151
2005-11-01,195.35891540400644
2005-12-01,391.7475147851196
2006-01-01,285.8967311951576
2006-02-01,104.29997024433806
2006-03-01,139.61044250297715
2006-04-01,70.84965800381798
2006-05-01,37.28063666799802
2006-06-01,36.94098972241341
2006-07-01,2.762253704869015
2006-08-01,5.00729035720066
2006-09-01,3.080794277161165
2006-10-01,14.895382865366075
2006-11-01,221.23974612536253
2006-12-01,242.38235284768493
2007-01-01,74.84762185352196
2007-02-01,188.6407688460732
2007-03-01,41.99212372481357
2007-04-01,49.75407606289594
2007-05-01,12.396672147127314
2007-06-01,18.44381200653141
2007-07-01,15.849602245031692
2007-08-01,9.37649781175888
2007-09-01,16.283274815353646
2007-10-01,124.20195891614335
2007-11-01,76.07941202727098
2007-12-01,169.40071727040137
2008-01-01,213.8254368505695
2008-02-01,80.98674991233547
2008-03-01,86.25515791341095
2008-04-01,34.565454799054
2008-05-01,44.91102940806749
2008-06-01,3.216608710263236
2008-07-01,0.0
2008-08-01,1.7524370746059177
2008-09-01,0.125227544036184
2008-10-01,30.24131531315925
