date,huc8,data_val
2000-01-01,17060203,7.983880076803752
2000-02-01,17060203,12.42881785752361
2000-03-01,17060203,23.88751578209843
2000-04-01,17060203,54.53831843972186
2000-05-01,17060203,77.27128581896339
2000-06-01,17060203,104.7158683769279
2000-07-01,17060203,103.53716776309503
2000-08-01,17060203,80.48335227019763
2000-09-01,17060203,44.8268012438261
2000-10-01,17060203,25.438568368676687
2000-11-01,17060203,9.841178103404516
2000-12-01,17060203,6.2341927473283745
2001-01-01,17060203,7.807893208686212
2001-02-01,17060203,9.692279854227637
2001-03-01,17060203,21.813921391988796
2001-04-01,17060203,49.12953106364292
2001-05-01,17060203,96.01599028402035
2001-06-01,17060203,96.3765440364888
2001-07-01,17060203,99.45946994494145
2001-08-01,17060203,87.62546281686747
2001-09-01,17060203,56.76254090385148
2001-10-01,17060203,31.446972763326457
2001-11-01,17060203,14.814015901172246
2001-12-01,17060203,5.949581276178741
2002-01-01,17060203,5.814839168963278
2002-02-01,17060203,5.462446384201109
2002-03-01,17060203,16.060962824867005
2002-04-01,17060203,34.18716086418009
2002-05-01,17060203,66.96494926941295
2002-06-01,17060203,96.04019996674612
2002-07-01,17060203,107.31900547954407
2002-08-01,17060203,79.06624354775815
2002-09-01,17060203,52.57365163475043
2002-10-01,17060203,29.20492408384401
2002-11-01,17060203,13.395739056573312
2002-12-01,17060203,5.7087516950348025
2003-01-01,17060203,6.969822360314254
2003-02-01,17060203,10.017425898713132
2003-03-01,17060203,28.247591988752937
2003-04-01,17060203,42.705383417954025
2003-05-01,17060203,89.50214486061942
2003-06-01,17060203,103.19118978115422
2003-07-01,17060203,105.42198762009845
2003-08-01,17060203,82.92847255506652
2003-09-01,17060203,48.44179450021952
2003-10-01,17060203,31.910045107407896
2003-11-01,17060203,13.935075409735587
2003-12-01,17060203,5.078787083642832
2004-01-01,17060203,7.055834917780049
2004-02-01,17060203,10.331203277414852
2004-03-01,17060203,39.7025147307712
2004-04-01,17060203,62.44678656240454
2004-05-01,17060203,75.65358992838846
2004-06-01,17060203,102.43096488539396
2004-07-01,17060203,109.80846521426258
2004-08-01,17060203,75.84950446851046
2004-09-01,17060203,47.68439995768305
2004-10-01,17060203,28.07563578461873
2004-11-01,17060203,14.55585553586755
2004-12-01,17060203,8.04924899651648
2005-01-01,17060203,9.75742747629401
2005-02-01,17060203,17.283561596609303
2005-03-01,17060203,30.17645300625855
2005-04-01,17060203,52.06410459260196
2005-05-01,17060203,80.64750662023458
2005-06-01,17060203,94.79944505228585
2005-07-01,17060203,109.94179870464706
2005-08-01,17060203,80.19210623094536
2005-09-01,17060203,51.31630624965407
2005-10-01,17060203,26.03586058020408
2005-11-01,17060203,12.21114115531568
2005-12-01,17060203,8.645166352661581
2006-01-01,17060203,6.998588928823727
2006-02-01,17060203,9.648651623986291
2006-03-01,17060203,15.921011632353796
2006-04-01,17060203,49.977621969829514
2006-05-01,17060203,88.45125415491576
2006-06-01,17060203,105.72950983604825
2006-07-01,17060203,110.00595240854805
2006-08-01,17060203,71.49635800334194
2006-09-01,17060203,58.21035890728024
2006-10-01,17060203,30.074333946619838
2006-11-01,17060203,11.950841893209958
2006-12-01,17060203,8.237464921512952
2007-01-01,17060203,8.66312965174668
2007-02-01,17060203,10.282549540457495
2007-03-01,17060203,30.916695849016843
2007-04-01,17060203,55.63628026263164
2007-05-01,17060203,99.70571517631161
2007-06-01,17060203,106.49140291888193
2007-07-01,17060203,105.94418203470732
2007-08-01,17060203,73.18439164092813
2007-09-01,17060203,48.86732818856249
2007-10-01,17060203,27.84476487621828
2007-11-01,17060203,16.133578166123176
2007-12-01,17060203,5.003768930823489
2008-01-01,17060203,5.028385929894581
2008-02-01,17060203,11.120133843500707
2008-03-01,17060203,22.6184866018386
2008-04-01,17060203,47.103487994172475
2008-05-01,17060203,74.8542585727762
2008-06-01,17060203,99.99077390766176
2008-07-01,17060203,106.46733733355292
2008-08-01,17060203,84.24185114943386
2008-09-01,17060203,50.9411522862148
2008-10-01,17060203,27.444605151322563
2008-11-01,17060203,14.507273513007704
2008-12-01,17060203,8.083220614123212
2009-01-01,17060203,8.444433080493692
2009-02-01,17060203,12.135849420624451
2009-03-01,17060203,23.15398431809628
2009-04-01,17060203,45.39601179502584
2009-05-01,17060203,80.94599361354261
2009-06-01,17060203,91.41484591023189
2009-07-01,17060203,104.92033243828521
2009-08-01,17060203,78.06865242849199
2009-09-01,17060203,64.11286869003841
2009-10-01,17060203,24.85571007567962
2009-11-01,17060203,15.369255728731078
2009-12-01,17060203,5.469913479955422
2010-01-01,17060203,4.8099512244201
2010-02-01,17060203,9.767149229465984
2010-03-01,17060203,27.281960986997607
2010-04-01,17060203,47.91543317252754
2010-05-01,17060203,64.70805968452541
2010-06-01,17060203,91.13514763274516
2010-07-01,17060203,100.0551121629742
2010-08-01,17060203,77.72894038523391
2010-09-01,17060203,47.57311608160129
2010-10-01,17060203,27.05662221268897
2010-11-01,17060203,12.054134792440044
2010-12-01,17060203,6.340937030295324
2011-01-01,17060203,5.303197429646211
2011-02-01,17060203,7.893005316356417
2011-03-01,17060203,14.163980069649345
2011-04-01,17060203,28.133708776420477
2011-05-01,17060203,51.234199446295094
2011-06-01,17060203,94.1250940519564
2011-07-01,17060203,110.9513096774566
2011-08-01,17060203,83.85992590572924
2011-09-01,17060203,50.936826090087855
2011-10-01,17060203,26.866089452216244
2011-11-01,17060203,10.115487397699441
2011-12-01,17060203,6.389203478940621
2012-01-01,17060203,9.152366807614861
2012-02-01,17060203,8.922979546014771
2012-03-01,17060203,18.55154930542073
2012-04-01,17060203,54.52949241926301
2012-05-01,17060203,66.4148017220875
2012-06-01,17060203,77.6175592340898
2012-07-01,17060203,91.06547307122754
2012-08-01,17060203,73.47658907608101
2012-09-01,17060203,46.922448531772766
2012-10-01,17060203,23.95749338620886
2012-11-01,17060203,11.93703917678969
2012-12-01,17060203,5.633841282496046
2013-01-01,17060203,4.355410132034792
2013-02-01,17060203,6.732179547466166
2013-03-01,17060203,21.50668061437237
2013-04-01,17060203,41.664762869994505
2013-05-01,17060203,72.78202166395836
2013-06-01,17060203,96.77556282783145
2013-07-01,17060203,98.09691134558044
2013-08-01,17060203,73.92774760405351
2013-09-01,17060203,46.49869151757557
2013-10-01,17060203,26.392990749877008
2013-11-01,17060203,12.182724763232752
2013-12-01,17060203,5.1670354619472505
2014-01-01,17060203,9.934326029345646
2014-02-01,17060203,10.704270087512636
2014-03-01,17060203,25.607492695998825
2014-04-01,17060203,51.532342639666595
2014-05-01,17060203,85.58665111513727
2014-06-01,17060203,91.53405504007155
2014-07-01,17060203,105.93477550361425
2014-08-01,17060203,77.1521337610551
2014-09-01,17060203,47.939131205811044
2014-10-01,17060203,28.521969202360932
2014-11-01,17060203,11.67203057969425
2014-12-01,17060203,5.959260418916769
2015-01-01,17060203,6.577550046073398
2015-02-01,17060203,14.505694462065792
2015-03-01,17060203,36.995030196950914
2015-04-01,17060203,56.09532815353992
2015-05-01,17060203,79.52955758100235
2015-06-01,17060203,105.83549340727774
2015-07-01,17060203,100.78249173016974
2015-08-01,17060203,83.94608133334772
2015-09-01,17060203,46.005682661858444
2015-10-01,17060203,28.713677527351333
2015-11-01,17060203,8.08257985225282
2015-12-01,17060203,4.959893228908725
2016-01-01,17060203,4.448398084709619
2016-02-01,17060203,12.10893400395358
2016-03-01,17060203,28.53939842834388
2016-04-01,17060203,57.80721117877042
2016-05-01,17060203,75.6126527266223
2016-06-01,17060203,97.75135001168753
2016-07-01,17060203,97.2428765404027
2016-08-01,17060203,76.01102929268775
2016-09-01,17060203,45.91686016224769
2016-10-01,17060203,24.141494883770964
2016-11-01,17060203,15.687191520582132
2016-12-01,17060203,5.119021219769762
2017-01-01,17060203,4.65045017284955
2017-02-01,17060203,5.465936071604799
2017-03-01,17060203,14.948648901446367
2017-04-01,17060203,45.6774170285223
2017-05-01,17060203,90.77119813892091
2017-06-01,17060203,97.66109470937984
2017-07-01,17060203,108.18763675434974
2017-08-01,17060203,80.71231859808468
2017-09-01,17060203,43.73540724415975
2017-10-01,17060203,29.475642976730445
2017-11-01,17060203,13.490923940753124
2017-12-01,17060203,8.931457750428853
2018-01-01,17060203,7.972389103990404
2018-02-01,17060203,9.477165377542477
2018-03-01,17060203,19.230764252950948
2018-04-01,17060203,49.74798390083535
2018-05-01,17060203,85.4992749169369
2018-06-01,17060203,93.90327591494972
2018-07-01,17060203,107.36143768463315
2018-08-01,17060203,75.35007500640246
2018-09-01,17060203,53.37608887321327
2018-10-01,17060203,25.770759850957212
2018-11-01,17060203,10.851081077084173
2018-12-01,17060203,6.921842852548881
2019-01-01,17060203,6.533355795442631
2019-02-01,17060203,5.888983096655938
2019-03-01,17060203,18.23964380254671
2019-04-01,17060203,29.934314855178073
2019-05-01,17060203,69.50597513691709
2019-06-01,17060203,101.0520994375421
2019-07-01,17060203,99.3112827317984
2019-08-01,17060203,80.5666077099181
2019-09-01,17060203,49.08002856434864
2019-10-01,17060203,25.20342260980029
2019-11-01,17060203,13.492455270533071
2019-12-01,17060203,7.120310148447516
2020-01-01,17060203,4.996582262282953
2020-02-01,17060203,7.764151749159221
2020-03-01,17060203,19.585310833835976
2020-04-01,17060203,54.85387831449889
2020-05-01,17060203,86.76411184120693
2020-06-01,17060203,95.47187458005669
2020-07-01,17060203,105.55662133570311
2020-08-01,17060203,80.79447355895535
2020-09-01,17060203,43.721487108135925
2020-10-01,17060203,24.107623857259828
2020-11-01,17060203,12.529988122357251
2020-12-01,17060203,6.673538800737831
2021-01-01,17060203,5.596606321353197
2021-02-01,17060203,6.630776333922586
2021-03-01,17060203,24.0407039890485
2021-04-01,17060203,50.851037340280605
2021-05-01,17060203,78.20572467953481
2021-06-01,17060203,97.11384244530312
2021-07-01,17060203,97.24199781208642
2021-08-01,17060203,76.71145466313054
2021-09-01,17060203,50.71451320383276
2021-10-01,17060203,27.31540093731871
2021-11-01,17060203,15.092146324061648
2021-12-01,17060203,8.476794536342016
2022-01-01,17060203,7.164958039624422
2022-02-01,17060203,11.21269476141182
2022-03-01,17060203,20.588986487471203
2022-04-01,17060203,38.62149946827406
2022-05-01,17060203,65.1722790017075
2022-06-01,17060203,96.78308670870597
2022-07-01,17060203,106.95296598267431
2022-08-01,17060203,80.25394832047596
2022-09-01,17060203,51.57166212235998
2022-10-01,17060203,26.82172519009686
2022-11-01,17060203,9.694559232737914
2022-12-01,17060203,6.535872433470019
2023-01-01,17060203,6.124042864898182
2023-02-01,17060203,8.875027462756595
2023-03-01,17060203,10.504301556993735
2023-04-01,17060203,42.06641777476598
2023-05-01,17060203,71.25133864460305
2023-06-01,17060203,91.19605600634726
2023-07-01,17060203,108.86109814129472
2023-08-01,17060203,76.81501539756631
2023-09-01,17060203,55.94212069029356
2023-10-01,17060203,25.294227184775725
2023-11-01,17060203,11.915332218471688
2023-12-01,17060203,8.107288620990813
2024-01-01,17060203,6.843864569331705
2024-02-01,17060203,11.086979931449015
2024-03-01,17060203,23.367590858303345
2024-04-01,17060203,49.817569234277954
2024-05-01,17060203,79.71387209411532
2024-06-01,17060203,95.02454634750562
2024-07-01,17060203,100.8012150609616
2024-08-01,17060203,74.93878716844003
2024-09-01,17060203,48.3896526201705
2024-10-01,17060203,32.912396177632324
2024-11-01,17060203,11.242015879779887
2024-12-01,17060203,9.7982725033073
