site_no,year_month,water_year,year,month,mean_discharge_cfs,sum_daily_mean_cfs,n_days,n_missing_values,HUCID,basin_group_id,role,boundary_status
09527700,2011-10-01,2012,2011,10,3350.0,20100.0,6,0,18100204,18100204,in,external
09527700,2011-11-01,2012,2011,11,2551.0,76530.0,30,0,18100204,18100204,in,external
09527700,2011-12-01,2012,2011,12,1904.4516129032256,59038.0,31,0,18100204,18100204,in,external
09527700,2012-01-01,2012,2012,1,2339.548387096774,72526.0,31,0,18100204,18100204,in,external
09527700,2012-02-01,2012,2012,2,2935.862068965517,85140.0,29,0,18100204,18100204,in,external
09527700,2012-03-01,2012,2012,3,4471.290322580645,138610.0,31,0,18100204,18100204,in,external
09527700,2012-04-01,2012,2012,4,5400.0,162000.0,30,0,18100204,18100204,in,external
09527700,2012-05-01,2012,2012,5,5117.096774193548,158630.0,31,0,18100204,18100204,in,external
09527700,2012-06-01,2012,2012,6,4865.666666666667,145970.0,30,0,18100204,18100204,in,external
09527700,2012-07-01,2012,2012,7,4568.709677419355,141630.0,31,0,18100204,18100204,in,external
09527700,2012-08-01,2012,2012,8,3768.3870967741937,116820.0,31,0,18100204,18100204,in,external
09527700,2012-09-01,2012,2012,9,3794.3333333333335,113830.0,30,0,18100204,18100204,in,external
09527700,2012-10-01,2013,2012,10,3792.903225806452,117580.0,31,0,18100204,18100204,in,external
09527700,2012-11-01,2013,2012,11,2598.333333333333,77950.0,30,0,18100204,18100204,in,external
09527700,2012-12-01,2013,2012,12,1743.774193548387,54057.0,31,0,18100204,18100204,in,external
09527700,2013-01-01,2013,2013,1,2051.0967741935483,63584.0,31,0,18100204,18100204,in,external
09527700,2013-02-01,2013,2013,2,2567.5,71890.0,28,0,18100204,18100204,in,external
09527700,2013-03-01,2013,2013,3,3849.677419354839,119340.0,31,0,18100204,18100204,in,external
09527700,2013-04-01,2013,2013,4,4798.333333333333,143950.0,30,0,18100204,18100204,in,external
09527700,2013-05-01,2013,2013,5,4532.258064516129,140500.0,31,0,18100204,18100204,in,external
09527700,2013-06-01,2013,2013,6,4368.666666666667,131060.0,30,0,18100204,18100204,in,external
09527700,2013-07-01,2013,2013,7,3977.4193548387098,123300.0,31,0,18100204,18100204,in,external
09527700,2013-08-01,2013,2013,8,3282.2258064516127,101749.0,31,0,18100204,18100204,in,external
09527700,2013-09-01,2013,2013,9,3003.6666666666665,90110.0,30,0,18100204,18100204,in,external
09527700,2013-10-01,2014,2013,10,3772.58064516129,116950.0,31,0,18100204,18100204,in,external
09527700,2013-11-01,2014,2013,11,2507.0,75210.0,30,0,18100204,18100204,in,external
09527700,2013-12-01,2014,2013,12,1909.774193548387,59203.0,31,0,18100204,18100204,in,external
09527700,2014-01-01,2014,2014,1,1988.064516129032,61630.0,31,0,18100204,18100204,in,external
09527700,2014-02-01,2014,2014,2,2606.785714285714,72990.0,28,0,18100204,18100204,in,external
09527700,2014-03-01,2014,2014,3,3853.870967741936,119470.0,31,0,18100204,18100204,in,external
09527700,2014-04-01,2014,2014,4,4492.666666666667,134780.0,30,0,18100204,18100204,in,external
09527700,2014-05-01,2014,2014,5,4610.645161290323,142930.0,31,0,18100204,18100204,in,external
09527700,2014-06-01,2014,2014,6,4639.0,139170.0,30,0,18100204,18100204,in,external
09527700,2014-07-01,2014,2014,7,4505.4838709677415,139670.0,31,0,18100204,18100204,in,external
09527700,2014-08-01,2014,2014,8,3475.8064516129034,107750.0,31,0,18100204,18100204,in,external
09527700,2014-09-01,2014,2014,9,3264.6666666666665,97940.0,30,0,18100204,18100204,in,external
09527700,2014-10-01,2015,2014,10,3232.2580645161293,100200.0,31,0,18100204,18100204,in,external
09527700,2014-11-01,2015,2014,11,2660.333333333333,79810.0,30,0,18100204,18100204,in,external
09527700,2014-12-01,2015,2014,12,1741.8387096774193,53997.0,31,0,18100204,18100204,in,external
09527700,2015-01-01,2015,2015,1,2118.709677419354,65680.0,31,0,18100204,18100204,in,external
09527700,2015-02-01,2015,2015,2,2800.714285714286,78420.0,28,0,18100204,18100204,in,external
09527700,2015-03-01,2015,2015,3,3731.290322580645,115670.0,31,0,18100204,18100204,in,external
09527700,2015-04-01,2015,2015,4,4462.333333333333,133870.0,30,0,18100204,18100204,in,external
09527700,2015-05-01,2015,2015,5,3737.096774193548,115850.0,31,0,18100204,18100204,in,external
09527700,2015-06-01,2015,2015,6,4152.333333333333,124570.0,30,0,18100204,18100204,in,external
09527700,2015-07-01,2015,2015,7,3930.0,121830.0,31,0,18100204,18100204,in,external
09527700,2015-08-01,2015,2015,8,3875.161290322581,120130.0,31,0,18100204,18100204,in,external
09527700,2015-09-01,2015,2015,9,3436.6666666666665,103100.0,30,0,18100204,18100204,in,external
09527700,2015-10-01,2016,2015,10,3774.516129032258,117010.0,31,0,18100204,18100204,in,external
09527700,2015-11-01,2016,2015,11,2948.333333333333,88450.0,30,0,18100204,18100204,in,external
09527700,2015-12-01,2016,2015,12,2360.7419354838707,73183.0,31,0,18100204,18100204,in,external
09527700,2016-01-01,2016,2016,1,1740.3870967741937,53952.0,31,0,18100204,18100204,in,external
09527700,2016-02-01,2016,2016,2,3267.9310344827586,94770.0,29,0,18100204,18100204,in,external
09527700,2016-03-01,2016,2016,3,4143.225806451613,128440.0,31,0,18100204,18100204,in,external
09527700,2016-04-01,2016,2016,4,4163.333333333333,124900.0,30,0,18100204,18100204,in,external
09527700,2016-05-01,2016,2016,5,4462.903225806452,138350.0,31,0,18100204,18100204,in,external
09527700,2016-06-01,2016,2016,6,4329.0,129870.0,30,0,18100204,18100204,in,external
09527700,2016-07-01,2016,2016,7,3906.451612903226,121100.0,31,0,18100204,18100204,in,external
09527700,2016-08-01,2016,2016,8,3598.709677419354,111560.0,31,0,18100204,18100204,in,external
09527700,2016-09-01,2016,2016,9,3255.0,97650.0,30,0,18100204,18100204,in,external
09527700,2016-10-01,2017,2016,10,3504.1935483870966,108630.0,31,0,18100204,18100204,in,external
09527700,2016-11-01,2017,2016,11,2825.6666666666665,84770.0,30,0,18100204,18100204,in,external
09527700,2016-12-01,2017,2016,12,1942.064516129032,60204.0,31,0,18100204,18100204,in,external
09527700,2017-01-01,2017,2017,1,1204.774193548387,37348.0,31,0,18100204,18100204,in,external
09527700,2017-02-01,2017,2017,2,2488.928571428572,69690.0,28,0,18100204,18100204,in,external
09527700,2017-03-01,2017,2017,3,3912.258064516129,121280.0,31,0,18100204,18100204,in,external
09527700,2017-04-01,2017,2017,4,4424.0,132720.0,30,0,18100204,18100204,in,external
09527700,2017-05-01,2017,2017,5,4497.419354838709,139420.0,31,0,18100204,18100204,in,external
09527700,2017-06-01,2017,2017,6,4847.666666666667,145430.0,30,0,18100204,18100204,in,external
09527700,2017-07-01,2017,2017,7,4205.1612903225805,130360.0,31,0,18100204,18100204,in,external
09527700,2017-08-01,2017,2017,8,3747.741935483871,116180.0,31,0,18100204,18100204,in,external
09527700,2017-09-01,2017,2017,9,3311.0,99330.0,30,0,18100204,18100204,in,external
09527700,2017-10-01,2018,2017,10,3712.58064516129,115090.0,31,0,18100204,18100204,in,external
09527700,2017-11-01,2018,2017,11,2747.0,82410.0,30,0,18100204,18100204,in,external
09527700,2017-12-01,2018,2017,12,2529.3548387096776,78410.0,31,0,18100204,18100204,in,external
09527700,2018-01-01,2018,2018,1,1955.774193548387,60629.0,31,0,18100204,18100204,in,external
09527700,2018-02-01,2018,2018,2,2972.5,83230.0,28,0,18100204,18100204,in,external
09527700,2018-03-01,2018,2018,3,3620.0,112220.0,31,0,18100204,18100204,in,external
09527700,2018-04-01,2018,2018,4,4647.666666666667,139430.0,30,0,18100204,18100204,in,external
09527700,2018-05-01,2018,2018,5,4894.5161290322585,151730.0,31,0,18100204,18100204,in,external
09527700,2018-06-01,2018,2018,6,4756.666666666667,142700.0,30,0,18100204,18100204,in,external
09527700,2018-07-01,2018,2018,7,4000.3225806451615,124010.0,31,0,18100204,18100204,in,external
09527700,2018-08-01,2018,2018,8,4050.0,125550.0,31,0,18100204,18100204,in,external
09527700,2018-09-01,2018,2018,9,3369.0,101070.0,30,0,18100204,18100204,in,external
09527700,2018-10-01,2019,2018,10,3379.6774193548385,104770.0,31,0,18100204,18100204,in,external
09527700,2018-11-01,2019,2018,11,2614.333333333333,78430.0,30,0,18100204,18100204,in,external
09527700,2018-12-01,2019,2018,12,1219.2903225806451,37798.0,31,0,18100204,18100204,in,external
09527700,2019-01-01,2019,2019,1,1508.483870967742,46763.0,31,0,18100204,18100204,in,external
09527700,2019-02-01,2019,2019,2,2107.035714285714,58997.0,28,0,18100204,18100204,in,external
09527700,2019-03-01,2019,2019,3,3661.6129032258063,113510.0,31,0,18100204,18100204,in,external
09527700,2019-04-01,2019,2019,4,4576.333333333333,137290.0,30,0,18100204,18100204,in,external
09527700,2019-05-01,2019,2019,5,4809.032258064516,149080.0,31,0,18100204,18100204,in,external
09527700,2019-06-01,2019,2019,6,4702.0,141060.0,30,0,18100204,18100204,in,external
09527700,2019-07-01,2019,2019,7,4559.354838709677,141340.0,31,0,18100204,18100204,in,external
09527700,2019-08-01,2019,2019,8,4172.903225806452,129360.0,31,0,18100204,18100204,in,external
09527700,2019-09-01,2019,2019,9,3488.0,104640.0,30,0,18100204,18100204,in,external
09527700,2019-10-01,2020,2019,10,3343.2258064516127,103640.0,31,0,18100204,18100204,in,external
09527700,2019-11-01,2020,2019,11,1980.8666666666663,59426.0,30,0,18100204,18100204,in,external
09527700,2019-12-01,2020,2019,12,1154.225806451613,35781.0,31,0,18100204,18100204,in,external
09527700,2020-01-01,2020,2020,1,1790.451612903226,55504.0,31,0,18100204,18100204,in,external
09527700,2020-02-01,2020,2020,2,2299.655172413793,66690.0,29,0,18100204,18100204,in,external
09527700,2020-03-01,2020,2020,3,2293.903225806452,71111.0,31,0,18100204,18100204,in,external
09527700,2020-04-01,2020,2020,4,4006.0,120180.0,30,0,18100204,18100204,in,external
09527700,2020-05-01,2020,2020,5,5243.870967741936,162560.0,31,0,18100204,18100204,in,external
09527700,2020-06-01,2020,2020,6,4766.333333333333,142990.0,30,0,18100204,18100204,in,external
09527700,2020-07-01,2020,2020,7,4217.096774193548,130730.0,31,0,18100204,18100204,in,external
09527700,2020-08-01,2020,2020,8,3918.064516129032,121460.0,31,0,18100204,18100204,in,external
09527700,2020-09-01,2020,2020,9,3542.333333333333,106270.0,30,0,18100204,18100204,in,external
09527700,2020-10-01,2021,2020,10,3415.8064516129034,105890.0,31,0,18100204,18100204,in,external
09527700,2020-11-01,2021,2020,11,2609.333333333333,78280.0,30,0,18100204,18100204,in,external
09527700,2020-12-01,2021,2020,12,2011.5806451612905,62359.0,31,0,18100204,18100204,in,external
09527700,2021-01-01,2021,2021,1,1476.8064516129032,45781.0,31,0,18100204,18100204,in,external
09527700,2021-02-01,2021,2021,2,2618.214285714286,73310.0,28,0,18100204,18100204,in,external
09527700,2021-03-01,2021,2021,3,3961.935483870968,122820.0,31,0,18100204,18100204,in,external
09527700,2021-04-01,2021,2021,4,4803.0,144090.0,30,0,18100204,18100204,in,external
09527700,2021-05-01,2021,2021,5,5038.709677419355,156200.0,31,0,18100204,18100204,in,external
09527700,2021-06-01,2021,2021,6,4701.666666666667,141050.0,30,0,18100204,18100204,in,external
09527700,2021-07-01,2021,2021,7,3997.4193548387098,123920.0,31,0,18100204,18100204,in,external
09527700,2021-08-01,2021,2021,8,3674.516129032258,113910.0,31,0,18100204,18100204,in,external
09527700,2021-09-01,2021,2021,9,3266.6666666666665,98000.0,30,0,18100204,18100204,in,external
09527700,2021-10-01,2022,2021,10,3060.0,94860.0,31,0,18100204,18100204,in,external
09527700,2021-11-01,2022,2021,11,2401.6666666666665,72050.0,30,0,18100204,18100204,in,external
09527700,2021-12-01,2022,2021,12,2008.1290322580649,62252.0,31,0,18100204,18100204,in,external
09527700,2022-01-01,2022,2022,1,2014.7096774193549,62456.0,31,0,18100204,18100204,in,external
09527700,2022-02-01,2022,2022,2,2908.5714285714284,81440.0,28,0,18100204,18100204,in,external
09527700,2022-03-01,2022,2022,3,4266.774193548387,132270.0,31,0,18100204,18100204,in,external
09527700,2022-04-01,2022,2022,4,4985.0,149550.0,30,0,18100204,18100204,in,external
09527700,2022-05-01,2022,2022,5,5173.225806451613,160370.0,31,0,18100204,18100204,in,external
09527700,2022-06-01,2022,2022,6,4744.0,142320.0,30,0,18100204,18100204,in,external
09527700,2022-07-01,2022,2022,7,3742.903225806452,116030.0,31,0,18100204,18100204,in,external
09527700,2022-08-01,2022,2022,8,3250.6451612903224,100770.0,31,0,18100204,18100204,in,external
09527700,2022-09-01,2022,2022,9,2616.2,78486.0,30,0,18100204,18100204,in,external
09527700,2022-10-01,2023,2022,10,2947.7419354838707,91380.0,31,0,18100204,18100204,in,external
09527700,2022-11-01,2023,2022,11,2453.333333333333,73600.0,30,0,18100204,18100204,in,external
09527700,2022-12-01,2023,2022,12,2130.2580645161293,66038.0,31,0,18100204,18100204,in,external
09527700,2023-01-01,2023,2023,1,1411.3870967741937,43753.0,31,0,18100204,18100204,in,external
09527700,2023-02-01,2023,2023,2,2395.714285714286,67080.0,28,0,18100204,18100204,in,external
09527700,2023-03-01,2023,2023,3,3416.451612903226,105910.0,31,0,18100204,18100204,in,external
09527700,2023-04-01,2023,2023,4,4363.333333333333,130900.0,30,0,18100204,18100204,in,external
09527700,2023-05-01,2023,2023,5,4821.935483870968,149480.0,31,0,18100204,18100204,in,external
09527700,2023-06-01,2023,2023,6,4649.666666666667,139490.0,30,0,18100204,18100204,in,external
09527700,2023-07-01,2023,2023,7,3636.129032258064,112720.0,31,0,18100204,18100204,in,external
09527700,2023-08-01,2023,2023,8,2804.1935483870966,86930.0,31,0,18100204,18100204,in,external
09527700,2023-09-01,2023,2023,9,3162.333333333333,94870.0,30,0,18100204,18100204,in,external
09527700,2023-10-01,2024,2023,10,3220.322580645161,99830.0,31,0,18100204,18100204,in,external
09527700,2023-11-01,2024,2023,11,2217.333333333333,66520.0,30,0,18100204,18100204,in,external
09527700,2023-12-01,2024,2023,12,1918.3870967741937,59470.0,31,0,18100204,18100204,in,external
09527700,2024-01-01,2024,2024,1,1216.967741935484,37726.0,31,0,18100204,18100204,in,external
09527700,2024-02-01,2024,2024,2,1641.1724137931035,47594.0,29,0,18100204,18100204,in,external
09527700,2024-03-01,2024,2024,3,3802.58064516129,117880.0,31,0,18100204,18100204,in,external
09527700,2024-04-01,2024,2024,4,4090.6666666666665,122720.0,30,0,18100204,18100204,in,external
09527700,2024-05-01,2024,2024,5,4674.5161290322585,144910.0,31,0,18100204,18100204,in,external
09527700,2024-06-01,2024,2024,6,4448.666666666667,133460.0,30,0,18100204,18100204,in,external
09527700,2024-07-01,2024,2024,7,3716.451612903226,115210.0,31,0,18100204,18100204,in,external
09527700,2024-08-01,2024,2024,8,2355.8064516129034,73030.0,31,0,18100204,18100204,in,external
09527700,2024-09-01,2024,2024,9,2158.0,64740.0,30,0,18100204,18100204,in,external
09527700,2024-10-01,2025,2024,10,3551.935483870968,110110.0,31,0,18100204,18100204,in,external
09527700,2024-11-01,2025,2024,11,2654.6666666666665,79640.0,30,0,18100204,18100204,in,external
09527700,2024-12-01,2025,2024,12,1974.5806451612905,61212.0,31,0,18100204,18100204,in,external
09527700,2025-01-01,2025,2025,1,1869.741935483871,57962.0,31,0,18100204,18100204,in,external
09527700,2025-02-01,2025,2025,2,2568.5714285714284,71920.0,28,0,18100204,18100204,in,external
09527700,2025-03-01,2025,2025,3,3361.2903225806454,104200.0,31,0,18100204,18100204,in,external
09527700,2025-04-01,2025,2025,4,4511.333333333333,135340.0,30,0,18100204,18100204,in,external
09527700,2025-05-01,2025,2025,5,4630.322580645161,143540.0,31,0,18100204,18100204,in,external
09527700,2025-06-01,2025,2025,6,4299.666666666667,128990.0,30,0,18100204,18100204,in,external
09527700,2025-07-01,2025,2025,7,3640.3225806451615,112850.0,31,0,18100204,18100204,in,external
09527700,2025-08-01,2025,2025,8,2460.322580645161,76270.0,31,0,18100204,18100204,in,external
09527700,2025-09-01,2025,2025,9,2374.6666666666665,71240.0,30,0,18100204,18100204,in,external
09527700,2025-10-01,2026,2025,10,3107.4193548387098,96330.0,31,0,18100204,18100204,in,external
09527700,2025-11-01,2026,2025,11,1776.5,53295.0,30,0,18100204,18100204,in,external
09527700,2025-12-01,2026,2025,12,1610.774193548387,49934.0,31,0,18100204,18100204,in,external
10251330,2006-06-01,2006,2006,6,0.705,12.69,18,0,18090202,18090202,out,external
10251330,2006-07-01,2006,2006,7,0.7783870967741935,24.13,31,0,18090202,18090202,out,external
10251330,2006-08-01,2006,2006,8,0.7941935483870968,24.62,31,0,18090202,18090202,out,external
10251330,2006-09-01,2006,2006,9,0.8826666666666667,26.48,30,0,18090202,18090202,out,external
10251330,2006-10-01,2007,2006,10,1.6096774193548389,49.9,31,0,18090202,18090202,out,external
10251330,2006-11-01,2007,2006,11,2.2613333333333334,67.84,30,0,18090202,18090202,out,external
10251330,2006-12-01,2007,2006,12,2.762258064516129,85.63,31,0,18090202,18090202,out,external
10251330,2007-01-01,2007,2007,1,2.6009677419354835,80.63,31,0,18090202,18090202,out,external
10251330,2007-02-01,2007,2007,2,2.706071428571428,75.77,28,0,18090202,18090202,out,external
10251330,2007-03-01,2007,2007,3,2.962258064516129,91.83,31,0,18090202,18090202,out,external
10251330,2007-04-01,2007,2007,4,2.7783333333333333,83.35,30,0,18090202,18090202,out,external
10251330,2007-05-01,2007,2007,5,1.7583870967741937,54.51,31,0,18090202,18090202,out,external
10251330,2007-06-01,2007,2007,6,1.115,33.45,30,0,18090202,18090202,out,external
10251330,2007-07-01,2007,2007,7,1.1793548387096775,36.56,31,0,18090202,18090202,out,external
10251330,2007-08-01,2007,2007,8,0.4238709677419355,13.14,31,0,18090202,18090202,out,external
10251330,2007-09-01,2007,2007,9,53.52266666666666,1605.6799999999998,30,0,18090202,18090202,out,external
10251330,2007-10-01,2008,2007,10,2.656774193548387,82.36,31,0,18090202,18090202,out,external
10251330,2007-11-01,2008,2007,11,2.397333333333333,71.92,30,0,18090202,18090202,out,external
10251330,2007-12-01,2008,2007,12,2.4970967741935484,77.41,31,0,18090202,18090202,out,external
10251330,2008-01-01,2008,2008,1,2.7364516129032257,84.83,31,0,18090202,18090202,out,external
10251330,2008-02-01,2008,2008,2,1.811034482758621,52.52,29,0,18090202,18090202,out,external
10251330,2008-03-01,2008,2008,3,0.8112903225806452,25.15,31,0,18090202,18090202,out,external
10251330,2008-04-01,2008,2008,4,0.769,23.07,30,0,18090202,18090202,out,external
10251330,2008-05-01,2008,2008,5,1.2180645161290322,37.76,31,0,18090202,18090202,out,external
10251330,2008-06-01,2008,2008,6,0.7496666666666667,22.49,30,0,18090202,18090202,out,external
10251330,2008-07-01,2008,2008,7,0.6509677419354839,20.18,31,0,18090202,18090202,out,external
10251330,2008-08-01,2008,2008,8,0.9319354838709678,28.89,31,0,18090202,18090202,out,external
10251330,2008-09-01,2008,2008,9,1.3776666666666666,41.33,30,0,18090202,18090202,out,external
10251330,2008-10-01,2009,2008,10,1.370322580645161,42.48,31,0,18090202,18090202,out,external
10251330,2008-11-01,2009,2008,11,1.8323333333333331,54.97,30,0,18090202,18090202,out,external
10251330,2008-12-01,2009,2008,12,2.7441935483870967,85.07,31,0,18090202,18090202,out,external
10251330,2009-01-01,2009,2009,1,2.3454838709677417,72.71,31,0,18090202,18090202,out,external
10251330,2009-02-01,2009,2009,2,3.1585714285714284,88.44,28,0,18090202,18090202,out,external
10251330,2009-03-01,2009,2009,3,1.5470967741935484,47.96,31,0,18090202,18090202,out,external
10251330,2009-04-01,2009,2009,4,1.892,56.76,30,0,18090202,18090202,out,external
10251330,2009-05-01,2009,2009,5,1.2406451612903229,38.46,31,0,18090202,18090202,out,external
10251330,2009-06-01,2009,2009,6,0.7593333333333334,22.78,30,0,18090202,18090202,out,external
10251330,2009-07-01,2009,2009,7,0.61,18.91,31,0,18090202,18090202,out,external
10251330,2009-08-01,2009,2009,8,0.6048387096774194,18.75,31,0,18090202,18090202,out,external
10251330,2009-09-01,2009,2009,9,0.7366666666666667,22.1,30,0,18090202,18090202,out,external
10251330,2009-10-01,2010,2009,10,0.8367741935483871,25.94,31,0,18090202,18090202,out,external
10251330,2009-11-01,2010,2009,11,0.9833333333333332,29.5,30,0,18090202,18090202,out,external
10251330,2009-12-01,2010,2009,12,1.0451612903225806,32.4,31,0,18090202,18090202,out,external
10251330,2010-01-01,2010,2010,1,4.256451612903225,131.95,31,0,18090202,18090202,out,external
10251330,2010-02-01,2010,2010,2,5.881428571428572,164.68,28,0,18090202,18090202,out,external
10251330,2010-03-01,2010,2010,3,3.801290322580645,117.84,31,0,18090202,18090202,out,external
10251330,2010-04-01,2010,2010,4,2.095,62.85,30,0,18090202,18090202,out,external
10251330,2010-05-01,2010,2010,5,1.6187096774193548,50.18,31,0,18090202,18090202,out,external
10251330,2010-06-01,2010,2010,6,1.0116666666666665,30.35,30,0,18090202,18090202,out,external
10251330,2010-07-01,2010,2010,7,0.7809677419354839,24.21,31,0,18090202,18090202,out,external
10251330,2010-08-01,2010,2010,8,0.8558064516129033,26.53,31,0,18090202,18090202,out,external
10251330,2010-09-01,2010,2010,9,0.999,29.97,30,0,18090202,18090202,out,external
10251330,2010-10-01,2011,2010,10,1.6796774193548387,52.07,31,0,18090202,18090202,out,external
10251330,2010-11-01,2011,2010,11,1.743,52.29,30,0,18090202,18090202,out,external
10251330,2010-12-01,2011,2010,12,45.20935483870968,1401.49,31,0,18090202,18090202,out,external
10251330,2011-01-01,2011,2011,1,7.7383870967741935,239.89,31,0,18090202,18090202,out,external
10251330,2011-02-01,2011,2011,2,4.875714285714285,136.51999999999998,28,0,18090202,18090202,out,external
10251330,2011-03-01,2011,2011,3,3.543548387096774,109.85,31,0,18090202,18090202,out,external
10251330,2011-04-01,2011,2011,4,1.8706666666666665,56.12,30,0,18090202,18090202,out,external
10251330,2011-05-01,2011,2011,5,1.3380645161290323,41.48,31,0,18090202,18090202,out,external
10251330,2011-06-01,2011,2011,6,1.0213333333333334,30.64,30,0,18090202,18090202,out,external
10251330,2011-07-01,2011,2011,7,0.7651612903225806,23.72,31,0,18090202,18090202,out,external
10251330,2011-08-01,2011,2011,8,0.7077419354838709,21.94,31,0,18090202,18090202,out,external
10251330,2011-09-01,2011,2011,9,0.8283333333333334,24.85,30,0,18090202,18090202,out,external
10251330,2011-10-01,2012,2011,10,0.905483870967742,28.07,31,0,18090202,18090202,out,external
10251330,2011-11-01,2012,2011,11,1.275,38.25,30,0,18090202,18090202,out,external
10251330,2011-12-01,2012,2011,12,1.5061290322580645,46.69,31,0,18090202,18090202,out,external
10251330,2012-01-01,2012,2012,1,1.8425806451612905,57.12,31,0,18090202,18090202,out,external
10251330,2012-02-01,2012,2012,2,1.742758620689655,50.54,29,0,18090202,18090202,out,external
10251330,2012-03-01,2012,2012,3,2.0264516129032257,62.82,31,0,18090202,18090202,out,external
10251330,2012-04-01,2012,2012,4,1.523,45.69,30,0,18090202,18090202,out,external
10251330,2012-05-01,2012,2012,5,0.9090322580645162,28.18,31,0,18090202,18090202,out,external
10251330,2012-06-01,2012,2012,6,0.8886666666666667,26.66,30,0,18090202,18090202,out,external
10251330,2012-07-01,2012,2012,7,0.5638709677419355,17.48,31,0,18090202,18090202,out,external
10251330,2012-08-01,2012,2012,8,0.614516129032258,19.05,31,0,18090202,18090202,out,external
10251330,2012-09-01,2012,2012,9,0.7296666666666667,21.89,30,0,18090202,18090202,out,external
10251330,2012-10-01,2013,2012,10,0.936451612903226,29.03,31,0,18090202,18090202,out,external
10251330,2012-11-01,2013,2012,11,1.1773333333333331,35.32,30,0,18090202,18090202,out,external
10251330,2012-12-01,2013,2012,12,1.172258064516129,36.34,31,0,18090202,18090202,out,external
10251330,2013-01-01,2013,2013,1,1.002258064516129,31.07,31,0,18090202,18090202,out,external
10251330,2013-02-01,2013,2013,2,0.8842857142857143,24.76,28,0,18090202,18090202,out,external
10251330,2013-03-01,2013,2013,3,1.1661290322580644,36.15,31,0,18090202,18090202,out,external
10251330,2013-04-01,2013,2013,4,1.0503333333333331,31.51,30,0,18090202,18090202,out,external
10251330,2013-05-01,2013,2013,5,0.9064516129032258,28.1,31,0,18090202,18090202,out,external
10251330,2013-06-01,2013,2013,6,0.824,24.72,30,0,18090202,18090202,out,external
10251330,2013-07-01,2013,2013,7,0.7196774193548386,22.31,31,0,18090202,18090202,out,external
10251330,2013-08-01,2013,2013,8,1.891935483870968,58.65,31,0,18090202,18090202,out,external
10251330,2013-09-01,2013,2013,9,1.1516666666666666,34.55,30,0,18090202,18090202,out,external
10251330,2013-10-01,2014,2013,10,1.6148387096774195,50.06,31,0,18090202,18090202,out,external
10251330,2013-11-01,2014,2013,11,3.0226666666666664,90.68,30,0,18090202,18090202,out,external
10251330,2013-12-01,2014,2013,12,2.727096774193549,84.54,31,0,18090202,18090202,out,external
10251330,2014-01-01,2014,2014,1,2.918064516129032,90.46,31,0,18090202,18090202,out,external
10251330,2014-02-01,2014,2014,2,2.9289285714285715,82.01,28,0,18090202,18090202,out,external
10251330,2014-03-01,2014,2014,3,3.259677419354839,101.05,31,0,18090202,18090202,out,external
10251330,2014-04-01,2014,2014,4,2.15,64.5,30,0,18090202,18090202,out,external
10251330,2014-05-01,2014,2014,5,1.4261290322580646,44.21,31,0,18090202,18090202,out,external
10251330,2014-06-01,2014,2014,6,1.3483333333333334,40.45,30,0,18090202,18090202,out,external
10251330,2014-07-01,2014,2014,7,1.1625806451612903,36.04,31,0,18090202,18090202,out,external
10251330,2014-08-01,2014,2014,8,1.6425806451612903,50.92,31,0,18090202,18090202,out,external
10251330,2014-09-01,2014,2014,9,1.418,42.54,30,0,18090202,18090202,out,external
10251330,2014-10-01,2015,2014,10,1.605483870967742,49.77,31,0,18090202,18090202,out,external
10251330,2014-11-01,2015,2014,11,1.725666666666667,51.77,30,0,18090202,18090202,out,external
10251330,2014-12-01,2015,2014,12,2.2925806451612902,71.07,31,0,18090202,18090202,out,external
10251330,2015-01-01,2015,2015,1,2.75,85.25,31,0,18090202,18090202,out,external
10251330,2015-02-01,2015,2015,2,4.281071428571429,119.87,28,0,18090202,18090202,out,external
10251330,2015-03-01,2015,2015,3,2.8403225806451613,88.05,31,0,18090202,18090202,out,external
10251330,2015-04-01,2015,2015,4,2.2146666666666666,66.44,30,0,18090202,18090202,out,external
10251330,2015-05-01,2015,2015,5,1.916774193548387,59.42,31,0,18090202,18090202,out,external
10251330,2015-06-01,2015,2015,6,1.2466666666666666,37.4,30,0,18090202,18090202,out,external
10251330,2015-07-01,2015,2015,7,1.0799999999999998,33.48,31,0,18090202,18090202,out,external
10251330,2015-08-01,2015,2015,8,1.0870967741935484,33.7,31,0,18090202,18090202,out,external
10251330,2015-09-01,2015,2015,9,1.198,35.94,30,0,18090202,18090202,out,external
10251330,2015-10-01,2016,2015,10,57.590967741935486,1785.3200000000002,31,0,18090202,18090202,out,external
10251330,2015-11-01,2016,2015,11,2.977333333333333,89.32,30,0,18090202,18090202,out,external
10251330,2015-12-01,2016,2015,12,3.507096774193548,108.72,31,0,18090202,18090202,out,external
10251330,2016-01-01,2016,2016,1,5.190967741935483,160.92,31,0,18090202,18090202,out,external
10251330,2016-02-01,2016,2016,2,3.839655172413793,111.35,29,0,18090202,18090202,out,external
10251330,2016-03-01,2016,2016,3,2.034516129032258,63.07,31,0,18090202,18090202,out,external
10251330,2016-04-01,2016,2016,4,2.1126666666666667,63.38,30,0,18090202,18090202,out,external
10251330,2016-05-01,2016,2016,5,1.832903225806452,56.82,31,0,18090202,18090202,out,external
10251330,2016-06-01,2016,2016,6,0.8063333333333333,24.19,30,0,18090202,18090202,out,external
